Provider State	Provider Name	Penalty Date	Penalty Type	Fine Amount
NC	RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE	06/09/2017	Payment Denial	
NC	RICHMOND PINES HEALTHCARE AND REHABILITATION CENTE	10/12/2017	Fine	9168
NC	NORTHAMPTON NURSING AND REHABILITATION CENTER	09/22/2016	Fine	5241
NC	AUTUMN CARE OF SALUDA	08/10/2018	Fine	11465
NC	THE PRESBYTERIAN HOME OF HAWFIELDS	07/11/2018	Fine	95692
NC	COUNTRYSIDE MANOR	03/02/2017	Fine	2641
NC	COUNTRYSIDE MANOR	04/25/2018	Fine	19133
NC	ASHEVILLE HEALTH CARE CENTER	06/29/2018	Fine	183525
NC	BERMUDA COMMONS NURSING AND REHABILITATION CENTER	05/25/2017	Fine	2800
NC	BERMUDA COMMONS NURSING AND REHABILITATION CENTER	04/16/2018	Fine	171751
NC	PRUITTHEALTH-UNION POINTE	09/09/2017	Fine	8128
NC	BRUNSWICK HEALTH & REHAB CENTER	01/10/2019	Fine	131365
ND	WESTERN HORIZONS CARE CENTER	06/07/2017	Fine	193772
OH	HIGHLAND OAKS HEALTH CENTER	05/18/2017	Fine	7150
OH	OTTERBEIN LEBANON RETIREMENT COMMUNITY	08/10/2017	Fine	12999
OH	THE PAVILION AT PIKETON	10/04/2018	Fine	27254
OH	SHADY LAWN NURSING HOME	08/26/2017	Fine	1363
OH	HEARTLAND OF RIVERVIEW	03/23/2018	Fine	60828
OH	HEARTLAND OF RIVERVIEW	03/23/2018	Payment Denial	
OH	INDIAN LAKE REHABILITATION CENTER	03/09/2017	Fine	6500
OH	LOGAN ACRES	08/29/2018	Payment Denial	
OH	HEARTLAND OF MARIETTA	01/31/2019	Payment Denial	
OH	KENTON NURSING AND REHABILITATION CENTER	09/26/2016	Fine	2381
OH	AURORA MANOR SPECIAL CARE CENT	07/18/2018	Fine	13627
OH	AURORA MANOR SPECIAL CARE CENT	07/18/2018	Payment Denial	
OH	SPRINGMEADE HEALTHCENTER	10/13/2016	Fine	2381
OH	SPRINGMEADE HEALTHCENTER	04/06/2017	Fine	13000
OH	FOX RUN MANOR	12/07/2017	Fine	8125
OH	MEADOWBROOK MANOR	08/01/2016	Fine	14587
OH	SAINT JOSEPH CARE CENTER	12/08/2016	Fine	23478
OH	GRANDE POINTE HEALTHCARE COMMU	04/06/2018	Fine	8775
OH	SWANTON HEALTH CARE RETIREMENT	10/11/2016	Fine	9563
OH	BOWERSTON HILLS  NURSING & REHABILITATION	12/29/2017	Payment Denial	
OH	OAKS AT NORTHPOINTE	02/01/2017	Fine	4089
OH	BERKELEY SQUARE RETIREMENT CEN	05/25/2017	Fine	3248
OH	ADDISON HEIGHTS HEALTH AND REHABILITATION CENTER	04/19/2017	Fine	10000
OH	OAKS AT NORTHPOINTE	01/23/2018	Fine	15000
OH	OAKS AT NORTHPOINTE	08/17/2017	Fine	17550
OH	BURTON HEALTH CARE CENTER	08/08/2018	Payment Denial	
OH	PARKVIEW CARE CENTER	03/02/2017	Fine	3248
OH	OAKS AT NORTHPOINTE	06/23/2016	Fine	119384
OH	ROCKY RIVER HEALTHCARE OF WESTPARK	07/28/2016	Fine	2116
OH	PARK VILLAGE HEALTH CARE CENTER INC	03/07/2017	Fine	19921
OH	MARY SCOTT NURSING CENTER	08/11/2016	Fine	2925
OH	COUNTRY LANE GARDENS REHAB & NURSING CTR	06/28/2018	Fine	9428
OH	RIVER'S BEND HEALTH CARE LLC	09/22/2017	Fine	20964
OH	RIVER'S BEND HEALTH CARE LLC	11/16/2018	Fine	14500
OH	RIVER'S BEND HEALTH CARE LLC	11/16/2018	Payment Denial	
OH	WYANDOT COUNTY SKILLED NURSING AND REHABILITATION	03/30/2017	Fine	16562
OH	BEL AIR CARE CENTER	03/16/2017	Fine	6984
OH	BEL AIR CARE CENTER	08/24/2018	Fine	7150
OH	SUNRISE NURSING HEALTHCARE LLC	01/11/2017	Fine	3214
OH	SUNRISE NURSING HEALTHCARE LLC	08/11/2017	Fine	8775
OH	ALTERCARE AT SAINT JOSEPH CENTER INC	07/13/2018	Fine	8908
OH	MANORCARE HEALTH SERVICES -  PARMA	07/17/2017	Fine	6500
OH	NATIONAL CHURCH RESIDENCES CHILLICOTHE	08/26/2017	Fine	2097
OH	ALTERCARE OF HILLIARD POST-ACUTE CENTER	02/28/2017	Fine	2717
OH	ALTERCARE ZANESVILLE INC.	01/26/2017	Fine	3214
OH	OTTERBEIN LOVELAND	12/28/2018	Payment Denial	
OK	GRAND LAKE VILLA	12/15/2016	Fine	1991
OK	GRAND LAKE VILLA	02/22/2018	Fine	6641
OK	GRACE LIVING CENTER-TAHLEQUAH EAST SHAWNEE	02/08/2017	Fine	23745
OK	HILL NURSING HOME, INC.	01/30/2017	Fine	15100
OK	HILL NURSING HOME, INC.	01/30/2017	Payment Denial	
OK	SAND SPRINGS NURSING AND REHABILITATION	03/23/2017	Fine	21280
OK	COUNTRYSIDE ESTATES	02/28/2017	Fine	23437
OK	COUNTRYSIDE ESTATES	02/28/2017	Payment Denial	
OK	COUNTRYSIDE ESTATES	07/26/2017	Fine	108223
OK	COUNTRYSIDE ESTATES	07/26/2017	Payment Denial	
OK	COUNTRYSIDE ESTATES	05/15/2018	Fine	272572
OK	COUNTRYSIDE ESTATES	05/15/2018	Payment Denial	
OK	PARKS EDGE NURSING AND REHABILITATION CENTER	06/13/2017	Fine	12757
OK	QUAIL RIDGE LIVING CENTER, INC	06/02/2016	Fine	6250
OK	QUAIL RIDGE LIVING CENTER, INC	09/06/2018	Fine	85600
OK	QUAIL RIDGE LIVING CENTER, INC	09/06/2018	Payment Denial	
OK	THE KING'S DAUGHTERS & SONS NURSING HOME	05/30/2018	Payment Denial	
OK	WINDSOR HILLS NURSING CENTER	09/22/2016	Fine	7938
OK	WINDSOR HILLS NURSING CENTER	09/22/2016	Fine	12999
OK	WINDSOR HILLS NURSING CENTER	09/22/2016	Payment Denial	
OK	WINDSOR HILLS NURSING CENTER	04/11/2017	Fine	9296
OK	WINDSOR HILLS NURSING CENTER	04/11/2017	Payment Denial	
OK	WINDSOR HILLS NURSING CENTER	09/07/2018	Fine	9191
OK	WINDSOR HILLS NURSING CENTER	09/07/2018	Payment Denial	
OK	OKEMAH CARE CENTER	02/16/2017	Fine	25504
OK	INOLA HEALTH & REHABILITATION	04/17/2017	Fine	12250
OK	DRUMRIGHT NURSING HOME	06/16/2016	Fine	10725
OK	DRUMRIGHT NURSING HOME	06/16/2016	Payment Denial	
OK	DRUMRIGHT NURSING HOME	01/05/2017	Fine	18636
OK	DRUMRIGHT NURSING HOME	01/05/2017	Payment Denial	
OK	ANADARKO NURSING & REHAB	04/06/2017	Fine	8161
OK	NORTHWEST NURSING CENTER	02/20/2018	Payment Denial	
OK	EASTWOOD MANOR	11/21/2016	Fine	3973
OK	SHERWOOD MANOR NURSING HOME	03/02/2017	Fine	3063
OR	MARQUIS SPRINGFIELD	08/04/2016	Fine	9519
OR	REGENCY REDMOND REHABILITATION AND NURSING CENTER	05/11/2017	Fine	26348
PA	KENDAL AT LONGWOOD	06/06/2017	Fine	1950
PA	PLEASANT RIDGE MANOR EAST/WEST	09/14/2018	Fine	7153
PA	LUTHER WOODS NURSING AND REHABILITATION CENTER	02/09/2017	Fine	135403
PA	SUSQUEHANNA VALLEY NURSING & REHABILITATION CENTER	03/01/2017	Payment Denial	
PA	PHILADELPHIA NURSING HOME	12/21/2017	Fine	8778
PA	WILLOWCREST	08/31/2018	Fine	6893
PA	MASONIC VILLAGE AT ELIZABETHTOWN	08/10/2018	Fine	111000
PA	SOUTH MOUNTAIN RESTORATION CEN	03/30/2017	Fine	9899
PA	JEFFERSON MANOR HEALTH CENTER	02/27/2018	Fine	13393
PA	FOX SUBACUTE AT CLARA BURKE	12/02/2016	Fine	23530
PA	FOX SUBACUTE AT CLARA BURKE	12/02/2016	Fine	36362
PA	WILLOW TERRACE	05/02/2018	Fine	186128
PA	WILLOW TERRACE	10/31/2018	Payment Denial	
PR	DAMAS HOSPITAL SNF	07/25/2018	Fine	7150
PR	CENTRO MEDICO WILMA N VAZQUEZ SNF	07/31/2018	Fine	8723
PR	SERVICIOS INTEGRADOS DE REHABILITACION (SIRO) INC	07/23/2018	Fine	7800
PR	MILLENNIUM INSTITUTE FOR ADVANCE NURSING CARE INC	08/24/2018	Fine	5551
SC	RIVERSIDE HEALTH AND REHAB	01/17/2017	Fine	13407
SC	RIVERSIDE HEALTH AND REHAB	03/31/2017	Fine	260364
SC	RIVERSIDE HEALTH AND REHAB	03/31/2017	Payment Denial	
SC	RIVERSIDE HEALTH AND REHAB	09/22/2017	Fine	23537
SC	RIVERSIDE HEALTH AND REHAB	09/21/2018	Fine	25000
SC	MARTHA FRANKS BAPTIST RETIREMENT CENTER	02/14/2018	Fine	127706
SD	GOOD SAMARITAN SOCIETY WAGNER	02/12/2019	Fine	44850
TN	STARR REGIONAL HEALTH & REHABILITATION	02/22/2017	Fine	55235
TN	CONCORDIA NURSING AND REHABILITATION-NORTHHAVEN	05/08/2018	Fine	40882
TN	BAILEY PARK CLC	04/02/2017	Fine	299493
TN	BAILEY PARK CLC	04/02/2017	Payment Denial	
TN	WESTMORELAND CARE & REHAB CTR	04/20/2017	Payment Denial	
TN	DECATUR COUNTY HEALTH CARE AND REHABILITATION, INC	10/13/2017	Fine	12680
TX	COLONIAL MANOR CARE CENTER	11/03/2017	Fine	47283
TX	COLONIAL MANOR CARE CENTER	01/22/2018	Fine	61493
TX	COLONIAL MANOR CARE CENTER	01/11/2019	Payment Denial	
TX	BAY OAKS HEALTH CARE CENTER	04/28/2017	Fine	58590
TX	DENISON NURSING AND REHABILITATION LP	02/13/2017	Fine	4372
TX	DENISON NURSING AND REHABILITATION LP	02/13/2017	Payment Denial	
TX	TEXOMA HEALTHCARE CENTER	09/13/2017	Fine	13627
TX	TEXOMA HEALTHCARE CENTER	09/13/2017	Payment Denial	
TX	SHANNON MEDICAL CENTER	07/11/2017	Fine	5000
TX	GOLDEN AGE HEALTHCARE RESIDENCE	02/01/2017	Fine	17984
TX	GOLDEN AGE HEALTHCARE RESIDENCE	02/01/2017	Payment Denial	
TX	GOLDEN AGE HEALTHCARE RESIDENCE	08/16/2018	Fine	8079
TX	TIMBERWOOD NURSING AND REHABILITATION CENTER	02/21/2017	Fine	2146
TX	SAN ANTONIO WELLNESS & REHABILITATION	08/17/2017	Fine	25833
TX	THE ARBORS HEALTHCARE AND REHABILITATION CENTER	08/17/2017	Fine	123404
TX	REGAL HEALTHCARE RESIDENCE	02/23/2018	Fine	22412
TX	OAK CREST NURSING CENTER	04/18/2017	Fine	134094
TX	OAK CREST NURSING CENTER	04/18/2017	Payment Denial	
UT	STONEHENGE OF OGDEN	03/16/2017	Fine	3316
VT	WOODRIDGE NURSING HOME	07/19/2017	Fine	33820
VT	WOODRIDGE NURSING HOME	09/12/2017	Fine	3481
VA	BEACON SHORES NURSING & REHABILITATION	09/29/2016	Payment Denial	
VA	THE BRIAN CENTER	09/28/2016	Fine	2641
VA	AUTUMN CARE OF MADISON	08/30/2018	Fine	10793
VA	WALTER REED CONVALESCENT AND REHABILITATION CENTER	08/23/2018	Fine	160982
VA	CHASE CITY HEALTH AND REHAB CENTER	10/04/2017	Fine	49920
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	11/18/2016	Fine	11053
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	03/13/2017	Fine	33690
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	06/20/2017	Fine	8128
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	10/02/2017	Fine	20280
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	11/30/2017	Fine	9428
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	03/30/2018	Fine	35045
WA	FRANKLIN HILLS HEALTH & REHAB CENTER	08/30/2018	Fine	18922
WA	REGENCY AT THE PARK	10/20/2016	Fine	21860
WA	REGENCY AT THE PARK	12/11/2017	Fine	6500
WA	REGENCY AT THE PARK	11/14/2018	Fine	54194
WA	AVALON CARE CENTER - PULLMAN	03/19/2018	Fine	19218
WA	LIFE CARE CENTER OF SKAGIT VALLEY	11/07/2016	Fine	36455
WA	LIFE CARE CENTER OF SKAGIT VALLEY	06/30/2017	Fine	25955
WA	LIFE CARE CENTER OF SKAGIT VALLEY	12/21/2017	Fine	40890
WA	MANOR CARE HEALTH SERVICES-SPO	04/19/2017	Fine	37518
WA	MANOR CARE HEALTH SERVICES-SPO	08/15/2017	Fine	19825
WA	MANOR CARE HEALTH SERVICES-SPO	06/11/2018	Fine	56862
WA	ADVANCED POST ACUTE	10/28/2016	Fine	11360
WA	BOTHELL HEALTH CARE	06/13/2017	Fine	7150
WA	WARM BEACH HEALTH CARE CENTER	11/09/2016	Fine	5955
WA	WARM BEACH HEALTH CARE CENTER	05/23/2017	Fine	30199
WA	COLVILLE TRIBAL CONVALESCENT C	12/29/2016	Fine	7247
WA	COLVILLE TRIBAL CONVALESCENT C	12/29/2016	Fine	24211
WA	COLVILLE TRIBAL CONVALESCENT C	11/08/2017	Fine	40173
WA	BOTHELL HEALTH CARE	09/07/2016	Fine	3291
WA	BOTHELL HEALTH CARE	10/02/2017	Fine	6500
WA	LYNNWOOD POST ACUTE REHABILITATION CENTER	09/16/2016	Fine	87945
WV	MARMET CENTER	04/13/2018	Fine	31272
WV	GREENBRIER HEALTH CARE CENTER	12/14/2016	Fine	133595
WI	TUDOR OAKS HEALTH CENTER	06/09/2016	Fine	6854
WI	TUDOR OAKS HEALTH CENTER	05/18/2018	Fine	11050
WI	ORCHARD MANOR	07/25/2016	Fine	23860
WI	ORCHARD MANOR	08/10/2017	Fine	19753
WI	MENOMONEE FALLS HEALTH SERVICES	09/28/2016	Fine	19559
WI	CLEARVIEW	11/09/2017	Fine	7543
WI	VERNON MANOR	10/05/2016	Fine	8828
WI	VERNON MANOR	10/19/2017	Fine	18496
WI	CEDARBURG HEALTH SERVICES	02/28/2017	Fine	14155
WI	PLEASANT VIEW NURSING HOME	06/13/2016	Fine	7540
WI	PLEASANT VIEW NURSING HOME	05/02/2017	Fine	6318
WI	VIRGINIA HIGHLANDS HLTH AND REHAB	05/11/2017	Fine	61874
WI	PINE HAVEN CHRISTIAN HOME	11/30/2016	Fine	9815
WI	MUSKEGO HEALTH CARE CENTER	11/08/2016	Fine	14165
WI	ATRIUM POST ACUTE CARE OF SHAWANO AT MAPLE LANE	03/29/2017	Fine	50177
WI	ATRIUM POST ACUTE CARE OF SHAWANO AT MAPLE LANE	07/27/2017	Fine	13627
WI	NEIGHBORS - EAST NEIGHBORHOOD (THE)	02/13/2017	Fine	23230
WI	RECOVERY INN, AN EDURO HEALTHCARE COMMUNITY (THE)	11/07/2016	Fine	8174
WY	WYOMING RETIREMENT CENTER	05/11/2017	Fine	3775
WY	WYOMING RETIREMENT CENTER	05/11/2017	Payment Denial	
WY	NEW HORIZONS CARE CENTER	04/06/2017	Fine	5102
CA	DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE	03/21/2017	Fine	75394
CA	DESERT SPRINGS HEALTHCARE & WELLNESS CENTRE	03/21/2017	Payment Denial	
TX	FOCUSED CARE AT SHERMAN	05/08/2018	Fine	12946
TX	TEXAN NURSING & REHAB OF GONZALES	12/21/2016	Fine	65387
TX	MIDWESTERN HEALTHCARE CENTER	05/29/2018	Fine	13655
TX	NORTH PARK HEALTH AND REHABILITATION CENTER	09/29/2017	Fine	154592
TX	PINE ARBOR	09/26/2017	Fine	54405
TX	OVERTON HEALTHCARE CENTER	04/20/2017	Fine	12178
TX	OVERTON HEALTHCARE CENTER	09/25/2018	Fine	5085
TX	OVERTON HEALTHCARE CENTER	04/04/2019	Fine	11512
TX	CYPRESS WOODS CARE CENTER	01/18/2017	Fine	2121
TX	CYPRESS WOODS CARE CENTER	08/15/2018	Fine	7150
TX	BROOKSHIRE RESIDENCE AND REHABILITATION CENTER	10/13/2016	Fine	12759
TX	WINDSOR CARE CENTER	05/10/2017	Fine	13626
TX	BIRCHWOOD NURSING AND REHABILITATION LP	06/22/2016	Fine	17550
TX	BIRCHWOOD NURSING AND REHABILITATION LP	09/23/2016	Fine	43397
TX	WINTERS HEALTHCARE RESIDENCE	07/20/2018	Fine	10175
TX	WINTERS HEALTHCARE RESIDENCE	07/20/2018	Payment Denial	
TX	LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME	01/10/2017	Fine	100000
TX	CRANE NURSING & REHABILITATION CENTER	09/22/2017	Fine	100488
TX	VINTAGE HEALTH CARE CENTER	01/27/2017	Fine	13374
TX	COUNTRY CARE MANOR	10/06/2016	Fine	104725
TX	REGENCY VILLAGE	10/20/2016	Fine	1991
TX	REGENCY VILLAGE	10/20/2016	Payment Denial	
TX	MEDINA VALLEY HEALTH & REHABILITATION CENTER	03/07/2017	Fine	105360
TX	WINFIELD REHAB & NURSING	01/11/2018	Fine	73783
TX	WILLOW REHAB & NURSING	09/01/2016	Fine	60835
TX	WILLOW REHAB & NURSING	08/01/2018	Fine	13627
TX	SILSBEE OAKS HEALTH CARE LLP	08/23/2017	Fine	7023
TX	TOWN HALL ESTATES WHITNEY INC	10/19/2017	Fine	40236
TX	THE MEADOWS OF ORANGE	09/25/2017	Fine	7023
TX	SENIOR CARE OF CROWLEY	07/14/2016	Fine	10140
TX	ROYSE CITY MEDICAL LODGE	10/19/2017	Fine	6893
TX	BANDERA NURSING & REHAB CENTER	03/20/2017	Fine	3222
TX	SCC AT WESTOVER HILLS REHABILITATION AND HEALTHCAR	08/03/2016	Fine	67340
TX	SCC AT WESTOVER HILLS REHABILITATION AND HEALTHCAR	08/03/2016	Payment Denial	
TX	AUTUMN WINDS LIVING & REHABILITATION	08/30/2016	Fine	39550
TX	AUTUMN WINDS LIVING & REHABILITATION	10/17/2016	Fine	37913
TX	SHADY SHORES OF HEMPHILL	05/31/2017	Fine	4980
TX	THE RIO AT MAINLAND CENTER	08/18/2016	Fine	78299
TX	THE RIO AT MAINLAND CENTER	08/18/2016	Payment Denial	
TX	HARMONEE HOUSE	06/09/2016	Fine	9583
TX	HARMONEE HOUSE	06/09/2016	Payment Denial	
TX	PATHWAYS MEMORY CARE AT VILLA TOSCANA	03/22/2018	Fine	6500
TX	FOX HOLLOW POST ACUTE	12/21/2016	Fine	4063
TX	BRIGHTPOINTE AT RIVERSHIRE	10/03/2018	Fine	12678
TX	CIMARRON PARK NURSING AND REHABILITATION CENTER	09/07/2018	Fine	18133
CT	PARKWAY PAVILION HEALTH AND REHABILITATION CENTER	01/12/2017	Fine	2641
FL	SPRINGWOOD CENTER	10/03/2018	Fine	15561
CA	LANCASTER HEALTH CARE CENTER	05/31/2018	Payment Denial	
AR	DERMOTT CITY NURSING HOME	01/18/2019	Fine	13780
CT	APPLE REHAB GUILFORD	12/08/2016	Fine	19192
CA	OAKLAND HEALTHCARE & WELLNESS CENTER	09/25/2017	Fine	13618
AR	DERMOTT CITY NURSING HOME	01/18/2019	Payment Denial	
FL	ISLAND HEALTH AND REHABILITATION CENTER	05/25/2017	Fine	2791
AR	CLA-CLIF NURSING AND REHAB CENTER, INC	10/25/2018	Payment Denial	
CA	WELLSPRINGS POST ACUTE CENTER	07/28/2017	Payment Denial	
AR	DAVIS EAST	06/01/2018	Fine	167431
CO	GLENWOOD SPRINGS HEALTH CARE	11/21/2016	Fine	128915
CA	SAN RAFAEL HEALTHCARE & WELLNESS CENTER, LP	11/15/2016	Fine	57455
CA	WINDSOR VALLEJO NURSING & REHABILITATION CENTER	03/14/2018	Payment Denial	
CT	VANDERMAN PLACE	01/02/2018	Payment Denial	
CT	MERIDEN CENTER	06/18/2018	Fine	6500
CA	ALHAMBRA HEALTHCARE & WELLNESS CENTRE, LP	02/06/2017	Fine	1991
CT	APPLE REHAB LAUREL WOODS	11/08/2018	Fine	15000
CT	LOURDES HEALTH CARE CENTER, IN	02/16/2017	Fine	2641
CA	AFFINITY HEALTHCARE CENTER	04/07/2016	Fine	15065
AL	WESLEY PLACE ON HONEYSUCKLE	07/07/2018	Fine	8128
AR	COMMUNITY COMPASSION CENTER OF JONESBORO	10/12/2016	Fine	8043
FL	BAYSIDE CARE CENTER	11/21/2018	Fine	14742
CO	STERLING LIVING CENTER	05/19/2017	Fine	44307
CA	NORTHRIDGE CARE CENTER	08/02/2017	Fine	44231
AR	COMMUNITY COMPASSION CENTER OF MAGNOLIA	06/24/2016	Payment Denial	
AZ	DESERT HIGHLANDS CARE CENTER	08/19/2016	Fine	3616
FL	SWEET BAY HEALTH AND REHABILITATION CENTER	09/21/2017	Fine	10394
CT	BAYVIEW HEALTH CARE	03/30/2017	Fine	3535
CA	MOUNTAIN VIEW CONV HOSP	06/08/2017	Fine	10000
CA	VALLEY PALMS CARE CENTER	12/19/2016	Fine	103714
CA	CALIFORNIA POST-ACUTE CARE	10/12/2017	Fine	48000
CA	SKYLINE HEALTHCARE CENTER - SAN JOSE	09/02/2016	Fine	14087
AR	THE WATERS OF WOODLAND HILLS, LLC	08/24/2016	Fine	31164
FL	FORT PIERCE HEALTH CARE	11/01/2018	Fine	5948
CA	LA CASA VIA TRANSITIONAL CARE CENTER	05/15/2018	Fine	13627
AL	MOBILE NURSING AND REHABILITATION CENTER	09/15/2016	Fine	11368
CA	ROSE GARDEN HEALTHCARE CENTER	02/01/2017	Payment Denial	
AL	GADSDEN HEALTH AND REHAB CENTER	11/10/2016	Fine	10250
CO	APPLEWOOD LIVING CENTER	02/15/2017	Fine	81415
CT	APPLE REHAB AVON	04/18/2018	Fine	9692
AL	RIVER CITY CENTER	07/17/2018	Fine	26481
CO	APPLEWOOD LIVING CENTER	02/15/2017	Payment Denial	
CT	WOLCOTT VIEW MANOR	11/20/2017	Fine	9750
CA	WINDSOR REDDING CARE CENTER	08/10/2016	Fine	2563
CA	WEST VALLEY POST ACUTE	09/15/2016	Payment Denial	
FL	HERITAGE HEALTHCARE & REHABILITATION CENTER	05/04/2017	Fine	20007
AR	THE WATERS OF ROGERS, LLC	01/24/2018	Fine	22100
FL	ST CATHERINE LABOURE MANOR, INC	06/15/2017	Fine	46469
AR	OAKLAWN ESTATES, LLC	12/07/2018	Fine	6500
CT	BICKFORD HEALTH CARE CENTER	05/04/2017	Fine	2666
CA	WINDSOR CARE CENTER OF CHEVIOT HILLS	05/09/2018	Fine	23755
CT	CASSENA CARE AT STAMFORD	08/23/2018	Fine	11000
AK	PROVIDENCE KODIAK ISLAND MED LTC	03/20/2017	Fine	17537
AR	HERITAGE LIVING CENTER	03/20/2018	Payment Denial	
AR	COMMUNITY COMPASSION CENTER OF NASHVILLE	09/28/2018	Fine	10384
AZ	RIO VISTA POST ACUTE AND REHABILITATION	08/30/2018	Fine	9750
CA	STONEBROOK HEALTH AND REHABILITATION	11/29/2018	Fine	7150
CO	UNIVERSITY PARK CARE CENTER	12/22/2016	Fine	23586
CT	APPLE REHAB MIDDLETOWN	06/16/2016	Fine	9555
AR	BARNES HEALTHCARE	03/24/2017	Payment Denial	
AR	RIVER RIDGE REHABILITATION AND CARE CENTER	09/27/2018	Fine	11050
FL	AVANTE AT ORMOND BEACH, INC	04/27/2018	Payment Denial	
CT	HANCOCK HALL	07/27/2018	Fine	9692
CA	ALEXANDRIA CARE CENTER	10/13/2016	Fine	31689
CT	APPLE REHAB MIDDLETOWN	06/18/2018	Fine	15000
AL	KENSINGTON HEALTH AND REHABILITATION	06/01/2017	Fine	4550
CA	GRIFFITH PARK HEALTHCARE CENTER	08/24/2018	Fine	41997
CA	LA CRESCENTA HEALTHCARE CENTER	06/29/2018	Payment Denial	
AR	VAN BUREN HEALTHCARE AND REHABILITATION CENTER	02/16/2018	Fine	13627
CA	YUBA SKILLED NURSING CENTER	08/02/2018	Payment Denial	
CT	CASSENA CARE AT NEW BRITAIN	08/16/2018	Fine	21060
CA	ASTORIA NURSING AND REHAB CENTER	05/26/2017	Payment Denial	
AR	GASSVILLE THERAPY AND LIVING	03/29/2017	Fine	6961
AR	ATKINS NURSING AND REHABILITATION CENTER	10/12/2018	Fine	6500
CA	ROYAL VISTA CARE CENTER	04/07/2017	Fine	2696
AR	COMMUNITY COMPASSION CENTER OF BATESVILLE	03/10/2017	Payment Denial	
DE	HARRISON SENIOR LIVING OF GEORGETOWN, LLC	05/11/2017	Fine	71105
CA	FORTUNA REHABILITATION AND WELLNESS CENTER, LP	12/08/2016	Payment Denial	
FL	WAVE CREST HEALTH AND REHABILITATION CENTER	01/05/2018	Fine	98455
CT	APPLE REHAB SAYBROOK	08/24/2017	Fine	7150
FL	KENILWORTH CARE & REHABILITATION CENTER	09/06/2017	Fine	1999
FL	ST CATHERINE LABOURE MANOR, INC	06/23/2016	Fine	3705
DC	UNIQUE REHABILITATION AND HEALTH CENTER LLC	02/08/2017	Fine	110448
AL	KENSINGTON HEALTH AND REHABILITATION	06/01/2017	Payment Denial	
FL	LAKELAND HILLS CENTER	06/23/2017	Payment Denial	
AR	THE WATERS OF WOODLAND HILLS, LLC	11/07/2016	Fine	41628
CO	PARKMOOR VILLAGE HEALTHCARE CENTER	05/03/2018	Fine	7753
CO	SUNDANCE SKILLED NURSING AND REHABILITATION	05/18/2018	Fine	13384
AR	BARROW CREEK HEALTH AND REHAB	10/21/2016	Fine	39374
CT	GLASTONBURY HEALTH CARE CENTER	08/09/2016	Fine	2121
CO	ORCHARD PARK HEALTH CARE CENTER	04/27/2017	Fine	3970
AL	DIVERSICARE OF BESSEMER	07/14/2016	Fine	1300
CT	HEWITT HEALTH & REHABILITATION CENTER, INC	11/17/2017	Fine	10000
CT	REGALCARE AT NEW HAVEN	08/03/2018	Fine	810
CA	LAS COLINAS POST ACUTE	09/13/2016	Fine	31605
CA	VALLEY HOUSE REHABILITATION CENTER	05/11/2017	Fine	27954
CO	BELMONT LODGE HEALTH CARE CENTER	05/04/2017	Payment Denial	
CA	GILROY HEALTHCARE AND REHABILITATION CENTER	03/23/2018	Fine	8125
FL	WEST BROWARD REHABILITATION AND HEALTHCARE	10/04/2018	Fine	116652
FL	LAKESIDE OAKS CARE CENTER	10/29/2018	Fine	6146
AZ	LIFE CARE CENTER OF PARADISE VALLEY	03/30/2018	Fine	6500
CA	GARDENA CONVALESCENT CENTER	01/08/2018	Fine	3150
CT	LITCHFIELD WOODS HEALTH CARE C	07/21/2016	Fine	1300
AR	BARROW CREEK HEALTH AND REHAB	05/03/2018	Fine	13000
AR	BEAR CREEK HEALTHCARE LLC	02/16/2018	Fine	22756
FL	BOULEVARD REHABILITATION CENTER	03/02/2018	Fine	380470
CA	WINDSOR CONVALESCENT CENTER OF NORTH LONG BEACH	09/13/2017	Fine	8600
CO	COLONIAL COLUMNS NURSING CENTER	04/21/2017	Payment Denial	
AL	CANTERBURY HEALTH CARE FACILITY	08/15/2017	Fine	13627
AR	WILLOWBEND NURSING AND REHABILITATION	11/17/2016	Fine	13222
FL	SPRINGWOOD CENTER	04/19/2017	Fine	4361
FL	LIFE CARE CENTER OF PUNTA GORDA	11/16/2017	Fine	7371
CT	REGALCARE AT SOUTHPORT	05/24/2018	Fine	13325
CT	MARY WADE HOME, INC	12/12/2017	Fine	7150
CA	ALEXANDRIA CARE CENTER	10/12/2017	Fine	43658
CA	SANTA ROSA POST ACUTE	07/06/2017	Fine	9519
CA	BRENTWOOD POST ACUTE	12/04/2018	Fine	15000
CA	ATLANTIC MEMORIAL HEALTHCARE CENTER	03/20/2017	Fine	24125
CT	FOX HILL CENTER	08/04/2016	Fine	12751
AR	COMMUNITY COMPASSION CENTER OF BATESVILLE	07/28/2017	Payment Denial	
CT	MASONICARE HEALTH CENTER	01/16/2019	Fine	7069
FL	NORTH REHABILITATION CENTER	03/30/2018	Fine	11381
